Title,Type,Release,Runtime,Genre,Nominations,Metascore,imdbRating,imdbVotes,imdbID,Budget,Gross,Platform
You Should Have Left,Movie,2020-06-18,5580.0,Horror,,46.0,5.4,22987,tt8201852,,,others
Wasp Network,Movie,2020-06-19,7620.0,Crime,,54.0,5.9,11242,tt6760876,,1569970.0,others
Feel the Beat,Movie,2020-06-19,6540.0,Comedy,,,6.3,12166,tt10714856,,207678.0,netflix
7500,Movie,2020-06-18,5580.0,Action,,58.0,6.3,30280,tt6436726,,,amazon
Athlete A,Movie,2020-06-24,6180.0,Documentary,,85.0,7.6,11679,tt11905462,,,others
Eurovision Song Contest: The Story of Fire Saga,Movie,2020-06-26,7380.0,Comedy,1.0,50.0,6.5,97082,tt8580274,,,netflix
Irresistible,Movie,2020-06-26,6060.0,Comedy,,47.0,6.3,21919,tt9076562,,371962.0,others
My Spy,Movie,2020-06-26,5940.0,Action,,46.0,6.3,32120,tt8242084,,10200000.0,others
Hamilton,Movie,2020-07-03,9600.0,Biography,10.0,89.0,8.3,99927,tt8503618,,,others
Desperados,Movie,2020-07-03,6300.0,Comedy,,41.0,5.2,10763,tt1545304,,,netflix
The Old Guard,Movie,2020-07-10,7500.0,Action,,70.0,6.6,171334,tt7556122,70000000.0,,netflix
Greyhound,Movie,2020-07-10,5460.0,Action,1.0,64.0,7.0,102090,tt6048922,50300000.0,,others
Palm Springs,Movie,2020-07-10,5400.0,Comedy,,83.0,7.4,166880,tt9484998,,1512871.0,hulu
The Silencing,Movie,2020-07-18,5580.0,Action,,,6.2,27825,tt7149730,,170653.0,others
A Nice Girl Like You,Movie,2020-07-17,5640.0,Comedy,,41.0,5.1,6033,tt3278540,2300000.0,771222.0,others
Ghosts of War,Movie,2020-07-17,5640.0,Fantasy,,38.0,5.6,11037,tt6508228,,345289.0,others
The Kissing Booth 2,Movie,2020-07-24,8040.0,Comedy,,39.0,5.7,33835,tt9784456,,,netflix
The Secret: Dare to Dream,Movie,2020-07-31,6420.0,Drama,,32.0,6.5,15393,tt4411584,21000000.0,3215636.0,others
Summerland,Movie,2020-07-31,5940.0,Drama,,56.0,7.0,7991,tt6841122,,1190062.0,others
The Tax Collector,Movie,2020-08-07,5700.0,Action,,22.0,4.8,14431,tt8461224,20000000.0,1325781.0,others
Waiting for the Barbarians,Movie,2020-08-07,6720.0,Drama,,52.0,5.9,13250,tt6149154,,764815.0,others
Project Power,Movie,2020-08-14,6780.0,Action,,51.0,6.0,92334,tt7550000,85000000.0,,netflix
Magic Camp,Movie,2020-08-14,6000.0,Comedy,,,6.3,4611,tt3979300,,,disney
Spree,Movie,2020-08-14,5580.0,Comedy,,42.0,5.9,14643,tt11394332,,50616.0,others
Boys State,Movie,2020-08-14,6540.0,Documentary,1.0,84.0,7.6,5333,tt11095742,,,others
The One and Only Ivan,Movie,2020-08-21,5700.0,Adventure,1.0,58.0,6.5,12781,tt3661394,,,others
Unhinged,Movie,2020-08-21,5400.0,Action,,40.0,6.0,71359,tt10059518,33000000.0,44331465.0,others
Tesla,Movie,2020-08-21,6120.0,Biography,,67.0,5.1,9601,tt5259822,5000000.0,459051.0,others
Cut Throat City,Movie,2020-08-21,7380.0,Action,,67.0,4.9,2964,tt3547306,6500000.0,864928.0,others
Words on Bathroom Walls,Movie,2020-08-21,6600.0,Drama,,61.0,7.1,11650,tt8045906,,3151849.0,others
Hard Kill,Movie,2020-08-21,5880.0,Action,,,3.0,19121,tt11656172,,111523.0,others
Chemical Hearts,Movie,2020-08-21,5580.0,Drama,,57.0,6.3,13915,tt5843876,,,amazon
Tenet,Movie,2020-09-03,9000.0,Action,1.0,69.0,7.3,524905,tt6723592,205000000.0,365304105.0,others
The New Mutants,Movie,2020-08-28,5640.0,Action,,43.0,5.3,83241,tt4682266,67000000.0,49169594.0,others
The Personal History of David Copperfield,Movie,2020-08-28,7140.0,Comedy,1.0,77.0,6.4,21091,tt6439020,15600000.0,14399270.0,others
I'm Thinking of Ending Things,Movie,2020-09-04,8040.0,Drama,,78.0,6.6,91664,tt7939766,,,netflix
All Together Now,Movie,2020-08-28,5520.0,Drama,,64.0,6.5,4735,tt3155342,,,netflix
Fatima,Movie,2020-08-28,6780.0,Drama,,50.0,6.6,3626,tt2197936,,1477512.0,others
"Love, Guaranteed",Movie,2020-09-03,5400.0,Comedy,,39.0,5.6,18156,tt11100856,,,netflix
Critical Thinking,Movie,2020-09-04,7020.0,Drama,,65.0,6.5,2336,tt7870102,3000000.0,20322.0,others
The Owners,Movie,2021-02-22,5520.0,Comedy,,54.0,4.9,8468,tt9806370,,583134.0,others
The Babysitter: Killer Queen,Movie,2020-09-10,6060.0,Comedy,,22.0,5.8,44987,tt11024272,,,netflix
Unpregnant,Movie,2020-09-10,6180.0,Comedy,,61.0,6.5,8786,tt10556022,,,others
The Devil All the Time,Movie,2020-09-10,8280.0,Crime,,55.0,7.1,141015,tt7395114,,,others
The Broken Hearts Gallery,Movie,2020-09-11,6540.0,Comedy,,57.0,6.3,9440,tt2140571,,4781389.0,others
I Met a Girl,Movie,2020-09-11,6480.0,Drama,,,6.1,1385,tt9731360,,7727.0,others
Rent-A-Pal,Movie,2020-09-11,6480.0,Horror,,61.0,6.3,5156,tt12274228,,31053.0,others
The Secrets We Keep,Movie,2020-09-16,5820.0,Drama,,48.0,5.9,6507,tt9252488,,615233.0,others
Antebellum,Movie,2020-09-18,6300.0,Drama,,43.0,5.8,28260,tt10065694,,7792716.0,others
The Nest,Movie,2020-09-18,6420.0,Drama,,80.0,6.3,15365,tt8338762,,2122682.0,others
Blackbird,Movie,2020-09-18,5820.0,Drama,,53.0,6.6,5194,tt8717446,,1826670.0,others
Enola Holmes,Movie,2020-09-23,7380.0,Action,,68.0,6.6,202144,tt7846844,20000000.0,,others
The Trial of the Chicago 7,Movie,2020-10-16,7740.0,Drama,6.0,76.0,7.7,182715,tt1070874,35000000.0,,netflix
Ava,Movie,2020-09-25,5760.0,Action,,39.0,5.4,58630,tt8784956,,3293783.0,others
Kajillionaire,Movie,2020-09-25,6240.0,Comedy,,78.0,6.4,20422,tt8143990,,1285775.0,others
The Last Shift,Movie,2020-09-25,5400.0,Comedy,,58.0,5.7,3790,tt10661180,,1035128.0,others
Secret Society of Second Born Royals,Movie,2020-09-25,5940.0,Action,,34.0,4.9,5717,tt10324122,,,others
The Boys in the Band,Movie,2020-09-30,7260.0,Drama,,70.0,6.8,16606,tt10199914,,,netflix
The Glorias,Movie,2020-09-30,8820.0,Biography,,58.0,5.9,3428,tt7435316,,30940.0,others
On the Rocks,Movie,2020-10-23,5760.0,Comedy,,73.0,6.4,33665,tt9606374,,992103.0,others
Spontaneous,Movie,2020-10-02,6060.0,Comedy,,78.0,6.5,16030,tt5774062,,,others
Possessor,Movie,2020-10-02,6180.0,Horror,,72.0,6.5,40103,tt5918982,,911180.0,others
Death of Me,Movie,2020-10-02,5640.0,Horror,,31.0,4.4,6779,tt1830643,,292271.0,others
The Lie,Movie,2020-10-06,5820.0,Drama,,45.0,5.8,18240,tt7945440,,,amazon
Black Box,Movie,2020-10-06,6000.0,Horror,,62.0,6.2,15806,tt12298506,,32668.0,amazon
Hubie Halloween,Movie,2020-10-07,6180.0,Comedy,,53.0,5.2,53312,tt10682266,,,netflix
Books of Blood,Movie,2020-10-07,6420.0,Drama,,42.0,5.6,8434,tt11242218,,,hulu
Charm City Kings,Movie,2020-10-08,7500.0,Drama,,62.0,6.6,2720,tt9048840,,,others
The War with Grandpa,Movie,2020-10-09,5640.0,Comedy,,34.0,5.6,22375,tt4532038,,43387638.0,others
A Rainy Day in New York,Movie,2020-11-10,5520.0,Comedy,,38.0,6.5,46633,tt7139936,,23805899.0,others
Yellow Rose,Movie,2020-10-09,5640.0,Drama,,70.0,6.5,1228,tt6862538,,367849.0,others
Nocturne,Movie,2020-10-13,5400.0,Drama,,58.0,5.7,10119,tt11044858,,,amazon
Evil Eye,Movie,2020-10-13,5400.0,Horror,,54.0,4.8,3950,tt12882620,,,amazon
A Babysitter's Guide to Monster Hunting,Movie,2020-10-15,5880.0,Comedy,,31.0,5.4,4518,tt4844150,,,netflix
Love and Monsters,Movie,2020-10-16,6540.0,Action,1.0,63.0,6.9,133277,tt2222042,,1122066.0,others
Honest Thief,Movie,2020-10-16,5940.0,Action,,46.0,6.0,53332,tt1838556,30000000.0,31220247.0,others
Clouds,Movie,2020-10-16,7260.0,Biography,,55.0,7.5,10849,tt6473066,,,disney
The Kid Detective,Movie,2020-10-16,6000.0,Comedy,,74.0,7.0,20350,tt8980602,,367890.0,others
Alone,Movie,2020-09-18,5880.0,Drama,,70.0,6.2,22674,tt7711170,750000.0,642502.0,others
2 Hearts,Movie,2020-10-16,6060.0,Drama,,29.0,6.3,6839,tt5616176,15000000.0,1349286.0,others
The Opening Act,Movie,2020-10-16,5400.0,Comedy,,,6.0,1115,tt8633748,,,others
Over the Moon,Movie,2020-10-23,5700.0,Animation,1.0,60.0,6.3,23514,tt7488208,,,netflix
Borat Subsequent Moviefilm,Movie,2020-10-23,5700.0,Comedy,2.0,68.0,6.6,144883,tt13143964,,,amazon
After We Collided,Movie,2020-10-23,6300.0,Drama,,14.0,5.0,33971,tt10362466,,47990414.0,others
The Empty Man,Movie,2020-10-23,8220.0,Drama,,,6.2,32556,tt5867314,,4796993.0,others
Synchronic,Movie,2020-10-23,6120.0,Drama,,64.0,6.2,34084,tt9016974,,1483731.0,others
Bad Hair,Movie,2020-10-23,6120.0,Comedy,,61.0,5.6,3982,tt4798836,,,hulu
Friendsgiving,Movie,2020-10-23,5700.0,Comedy,,,4.4,3402,tt8431078,,122039.0,others
The Craft: Legacy,Movie,2020-10-28,5820.0,Drama,,54.0,4.5,14699,tt4685762,,1922557.0,others
Holidate,Movie,2020-10-28,6240.0,Comedy,,44.0,6.1,71230,tt9866072,,,netflix
Come Play,Movie,2020-10-30,5760.0,Drama,,58.0,5.7,15928,tt8004664,,13182254.0,others
His House,Movie,2020-10-30,5580.0,Drama,2.0,72.0,6.5,44437,tt8508734,,,netflix
Spell,Movie,2020-10-30,5460.0,Horror,,38.0,5.5,9075,tt10736580,,500104.0,others
Jungleland,Movie,2020-11-06,5400.0,Drama,,53.0,6.2,6680,tt8710596,,3688.0,others
Let Him Go,Movie,2020-11-06,6780.0,Crime,,63.0,6.7,30569,tt9340860,,10835686.0,others
The Informer,Movie,2019-08-30,6780.0,Action,,61.0,6.6,39263,tt1833116,60000000.0,2927708.0,others
The Dark and the Wicked,Movie,2020-11-06,5700.0,Horror,,72.0,6.1,18869,tt10229558,,736153.0,others
Hillbilly Elegy,Movie,2020-11-24,6960.0,Drama,2.0,38.0,6.7,43999,tt6772802,45000000.0,,netflix
Mank,Movie,2020-12-04,7860.0,Biography,8.0,79.0,6.8,77871,tt10618286,,,netflix
Freaky,Movie,2020-11-13,6120.0,Comedy,,67.0,6.3,63376,tt10919380,5000000.0,18073433.0,others
Jingle Jangle: A Christmas Journey,Movie,2020-11-13,7320.0,Family,,69.0,6.4,19619,tt7736496,,,netflix
Dreamland,Movie,2020-11-17,5880.0,Drama,,57.0,5.8,7419,tt5294522,,320814.0,others
Fatman,Movie,2020-11-24,6000.0,Action,,40.0,5.9,27603,tt10310140,,1651413.0,others
The Life Ahead,Movie,2020-11-13,5640.0,Drama,1.0,66.0,6.8,14787,tt10627584,,,netflix
Chick Fight,Movie,2020-11-13,5820.0,Action,,39.0,4.8,4189,tt10944486,,70248.0,others
The Princess Switch: Switched Again,Movie,2020-11-19,5760.0,Comedy,,,5.4,12451,tt11199410,10000000.0,,netflix
Run,Movie,2020-11-20,5400.0,Mystery,,67.0,6.7,85193,tt8633478,,5184368.0,hulu
Sound of Metal,Movie,2020-12-04,7200.0,Drama,4.0,82.0,7.7,135347,tt5363618,5400000.0,516520.0,others
The Last Vermeer,Movie,2020-11-20,7080.0,Drama,,56.0,6.7,4411,tt8337320,,884710.0,others
Jiu Jitsu,Movie,2020-11-20,6120.0,Action,,27.0,2.9,9346,tt9624766,,99924.0,others
Buddy Games,Movie,2020-11-24,5760.0,Comedy,,22.0,4.8,7515,tt7070818,,853898.0,others
The Croods: A New Age,Movie,2020-11-25,5700.0,Animation,,56.0,6.9,47324,tt2850386,65000000.0,215905815.0,others
Happiest Season,Movie,2020-11-25,6120.0,Drama,,69.0,6.6,43387,tt8522006,,2110618.0,hulu
Ma Rainey's Black Bottom,Movie,2020-12-18,5640.0,Drama,3.0,87.0,6.9,55388,tt10514222,,,netflix
Uncle Frank,Movie,2020-11-25,5700.0,Comedy,1.0,58.0,7.3,21487,tt11327514,,,amazon
Folklore: The Long Pond Studio Sessions,Movie,2020-11-25,6300.0,Documentary,,,8.4,3892,tt13524234,,,others
Superintelligence,Movie,2020-11-26,6360.0,Action,,41.0,5.4,11621,tt7178640,,4400000.0,others
Life in a Year,Movie,2020-11-27,6420.0,Drama,,,6.1,9436,tt6598238,,43862.0,others
The Prom,Movie,2020-12-11,7800.0,Comedy,,55.0,5.9,28067,tt10161886,,187430.0,netflix
All My Life,Movie,2020-12-04,5460.0,Drama,,39.0,6.3,5274,tt8305852,25000000.0,1965113.0,others
Godmothered,Movie,2020-12-04,6600.0,Comedy,,49.0,6.1,13129,tt11681250,,,disney
Half Brothers,Movie,2020-12-04,5760.0,Comedy,,30.0,6.0,3368,tt10515926,,3274339.0,others
Wander,Movie,2020-12-04,5640.0,Thriller,,54.0,4.9,9012,tt9689696,,4609.0,others
Black Bear,Movie,2020-12-04,6240.0,Comedy,,79.0,6.5,14144,tt9601220,,,others
Let Them All Talk,Movie,2020-12-10,6780.0,Comedy,,72.0,6.1,11964,tt10808832,,,others
The Midnight Sky,Movie,2020-12-23,7080.0,Adventure,1.0,58.0,5.7,85798,tt10539608,,70018.0,netflix
Wild Mountain Thyme,Movie,2020-12-11,6120.0,Comedy,,42.0,5.7,10533,tt6842770,,1517267.0,others
Safety,Movie,2020-12-11,7320.0,Biography,,55.0,6.8,4336,tt10649016,,,disney
Wander Darkly,Movie,2020-12-11,5820.0,Drama,,66.0,5.8,1719,tt8902978,,,others
I'm Your Woman,Movie,2020-12-11,7200.0,Crime,,63.0,6.2,9402,tt10243992,,,others
The Stand In,Movie,2020-12-11,6060.0,Comedy,,38.0,4.7,3786,tt7970348,,101358.0,others
Archenemy,Movie,2020-12-11,5400.0,Action,,57.0,5.0,3384,tt11274100,,147757.0,others
Farewell Amor,Movie,2020-12-11,5700.0,Drama,,75.0,6.9,1387,tt11380884,,4689.0,others
Monster Hunter,Movie,2020-12-18,6180.0,Action,,47.0,5.2,62677,tt6475714,60000000.0,42145959.0,others
Greenland,Movie,2020-12-18,7140.0,Action,,64.0,6.4,122525,tt7737786,34000000.0,52300000.0,others
Fatale,Movie,2020-12-18,6120.0,Thriller,,42.0,5.4,11999,tt8829830,,7031289.0,others
Skylines,Movie,2020-12-18,6780.0,Action,,46.0,4.7,8577,tt9387250,,170581.0,others
Hunter Hunter,Movie,2020-12-18,5580.0,Drama,,61.0,6.4,11762,tt2226162,,32705.0,others
"Ariana Grande: Excuse Me, I Love You",Movie,2020-12-21,5820.0,Documentary,,,6.3,2761,tt13615386,,,others
Sylvie's Love,Movie,2020-12-23,6840.0,Drama,1.0,74.0,6.8,6160,tt9827834,,,amazon
Wonder Woman 1984,Movie,2020-12-25,9060.0,Action,,60.0,5.4,276463,tt7126948,200000000.0,169601036.0,others
Soul,Movie,2020-11-29,6000.0,Animation,1.0,83.0,8.0,341849,tt2948372,,121031304.0,disney
We Can Be Heroes,Movie,2020-12-25,6000.0,Action,,51.0,4.7,15782,tt10600398,,,netflix
News of the World,Movie,2020-12-25,7080.0,Action,4.0,73.0,6.8,90471,tt6878306,38000000.0,12668325.0,others
One Night in Miami...,Movie,2021-01-08,6840.0,Drama,3.0,83.0,7.1,32983,tt10612922,16937665.0,,others
Promising Young Woman,Movie,2020-12-25,6780.0,Crime,4.0,73.0,7.5,184949,tt9620292,,18854166.0,others
Pieces of a Woman,Movie,2021-01-07,7560.0,Drama,1.0,66.0,7.0,52219,tt11161474,,,netflix
The White Tiger,Movie,2021-01-22,7500.0,Crime,1.0,76.0,7.1,62287,tt6571548,,,netflix
Locked Down,Movie,2021-01-14,7080.0,Comedy,,42.0,5.2,12825,tt13061914,,346899.0,others
The Dig,Movie,2021-01-29,6720.0,Biography,5.0,73.0,7.1,77747,tt3661210,,693.0,netflix
Outside the Wire,Movie,2021-01-15,6840.0,Action,,45.0,5.4,43769,tt10451914,,,netflix
The Marksman,Movie,2021-01-15,6480.0,Action,,44.0,5.6,39516,tt6902332,23000000.0,23076711.0,others
The Ultimate Playlist of Noise,Movie,2021-01-15,5940.0,Comedy,,,6.6,1009,tt11268742,,,hulu
American Skin,Movie,2021-01-15,5400.0,Drama,,24.0,6.9,3690,tt10195452,,282332.0,others
Our Friend,Movie,2021-01-29,7440.0,Drama,,57.0,7.3,13417,tt9608818,,795506.0,others
Born a Champion,Movie,2021-01-22,6720.0,Action,,,6.8,4247,tt10661710,,,others
Penguin Bloom,Movie,2021-01-27,5700.0,Biography,,54.0,6.8,11231,tt6317656,,6172042.0,others
The Little Things,Movie,2021-01-29,7680.0,Crime,,54.0,6.3,110181,tt10016180,30000000.0,30842746.0,others
Finding 'Ohana,Movie,2021-01-29,7380.0,Action,,69.0,6.1,10832,tt10332588,,,others
Nomadland,Movie,2021-02-19,6420.0,Drama,3.0,91.0,7.3,168927,tt9770150,5000000.0,39458207.0,others
Palmer,Movie,2021-01-29,6600.0,Drama,,53.0,7.2,37501,tt6857376,,,others
Falling,Movie,2021-02-05,6720.0,Drama,,63.0,6.5,6441,tt9143112,,974782.0,others
Bliss,Movie,2021-02-05,6180.0,Drama,,40.0,5.3,18762,tt10333426,,,amazon
Son of the South,Movie,2021-02-05,6300.0,Biography,,60.0,6.2,2113,tt2235372,,48582.0,others
Music,Movie,2021-02-12,6420.0,Drama,,23.0,3.2,8432,tt7541720,16000000.0,645949.0,others
Judas and the Black Messiah,Movie,2021-02-12,7560.0,Biography,4.0,85.0,7.4,84631,tt9784798,26000000.0,7478009.0,others
The Mauritanian,Movie,2021-03-02,7740.0,Biography,5.0,53.0,7.4,54496,tt4761112,,7527030.0,others
Breaking News in Yuba County,Movie,2021-02-12,5760.0,Comedy,,24.0,5.8,6576,tt7737640,,187443.0,others
Barb and Star Go to Vista Del Mar,Movie,2021-02-12,6420.0,Comedy,,64.0,6.3,18671,tt3797512,,32825.0,others
Minari,Movie,2021-02-12,6900.0,Drama,5.0,89.0,7.4,85828,tt10633456,2000000.0,15312445.0,others
To All the Boys: Always and Forever,Movie,2021-02-12,6540.0,Comedy,,65.0,6.3,28532,tt10676012,,,netflix
The World to Come,Movie,2021-03-02,6300.0,Drama,,73.0,6.3,9018,tt9738716,,205878.0,others
French Exit,Movie,2021-02-12,6780.0,Comedy,,56.0,5.9,7942,tt10279362,,1556763.0,others
The Map of Tiny Perfect Things,Movie,2021-02-12,5880.0,Comedy,,61.0,6.8,24522,tt11080108,,,amazon
Fear of Rain,Movie,2021-02-12,6540.0,Drama,,,5.9,8566,tt10037014,,24565.0,others
I Care a Lot,Movie,2021-02-19,7080.0,Comedy,,66.0,6.3,136988,tt9893250,14000000.0,1351662.0,others
Silk Road,Movie,2021-02-19,6720.0,Crime,,41.0,6.0,6111,tt7937254,,38449.0,others
The United States vs. Billie Holiday,Movie,2021-02-26,7560.0,Biography,1.0,52.0,6.3,13857,tt8521718,,1312432.0,hulu
Cherry,Movie,2021-03-12,8520.0,Biography,,44.0,6.6,34055,tt9130508,40000000.0,,others
Crisis,Movie,2021-02-26,7080.0,Drama,,41.0,6.2,12130,tt9731682,,1099426.0,others
Billie Eilish: The World's a Little Blurry,Movie,2021-02-26,8400.0,Documentary,4.0,70.0,7.7,8263,tt11459366,,139.0,others
Moxie,Movie,2021-03-03,6660.0,Comedy,,54.0,6.7,26913,tt6432466,,,netflix
Coming 2 America,Movie,2021-03-05,6600.0,Comedy,1.0,52.0,5.3,72037,tt6802400,60000000.0,,amazon
The SpongeBob Movie: Sponge on the Run,Movie,2021-03-04,5460.0,Animation,,65.0,5.9,19576,tt4823776,60000000.0,4810790.0,others
Raya and the Last Dragon,Movie,2021-03-05,6420.0,Animation,1.0,74.0,7.3,158014,tt5109280,,130423032.0,others
Chaos Walking,Movie,2021-03-05,6540.0,Action,,38.0,5.7,51728,tt2076822,125000000.0,26508132.0,others
Boss Level,Movie,2021-03-05,6000.0,Action,,56.0,6.8,71666,tt7638348,45000000.0,1753823.0,hulu
Boogie,Movie,2021-03-05,5400.0,Drama,,54.0,5.2,2296,tt10896398,,4191023.0,others
Zack Snyder's Justice League,Movie,2021-03-18,14520.0,Action,,54.0,8.0,409302,tt12361974,300000000.0,,others
The Courier,Movie,2021-03-19,6720.0,Drama,,65.0,7.2,65754,tt8368512,,26001227.0,others
City of Lies,Movie,2021-03-19,6720.0,Biography,,44.0,6.5,16610,tt2677722,,2824459.0,others
Happily,Movie,2021-03-19,5760.0,Comedy,,58.0,5.3,4069,tt9849004,,,others
Nobody,Movie,2021-03-26,5520.0,Action,,64.0,7.4,272712,tt7888964,16000000.0,57510518.0,others
Senior Moment,Movie,2021-03-26,5520.0,Comedy,,41.0,5.7,2056,tt6588950,,41598.0,others
Godzilla vs. Kong,Movie,2021-03-31,6780.0,Action,,59.0,6.3,217471,tt5034838,200000000.0,470116094.0,others
Concrete Cowboy,Movie,2021-04-02,6660.0,Drama,,67.0,6.3,9232,tt8846176,,,netflix
The Unholy,Movie,2021-04-02,5940.0,Drama,,36.0,5.1,24232,tt9419056,,30832137.0,others
Every Breath You Take,Movie,2021-04-02,6300.0,Drama,,32.0,5.3,6145,tt2231874,,338771.0,others
The Girl Who Believes in Miracles,Movie,2021-04-02,6000.0,Drama,,,5.5,1168,tt9098454,,3173056.0,others
Voyagers,Movie,2021-04-09,6480.0,Adventure,,44.0,5.4,23398,tt9664108,,4298184.0,others
Thunder Force,Movie,2021-04-09,6360.0,Action,,34.0,4.5,43453,tt10121392,,,netflix
Monday,Movie,2021-04-16,6960.0,Drama,,58.0,5.8,4815,tt8884906,,30932.0,others
In the Earth,Movie,2021-04-16,6420.0,Horror,,63.0,5.1,9545,tt13429362,,1330723.0,others
Stowaway,Movie,2021-04-22,6960.0,Adventure,,63.0,5.6,48427,tt9203694,10000000.0,,others
Mortal Kombat,Movie,2021-04-23,6600.0,Action,,44.0,6.0,179400,tt0293429,55000000.0,84426031.0,others
The Mitchells vs the Machines,Movie,2021-04-30,6840.0,Animation,1.0,81.0,7.6,114458,tt7979580,,,others
Vanquish,Movie,2021-04-16,5640.0,Action,,22.0,2.9,4666,tt5932368,,187632.0,others
Together Together,Movie,2021-04-23,5400.0,Comedy,,70.0,6.4,8302,tt11285280,,1437938.0,others
Things Heard & Seen,Movie,2021-04-29,7260.0,Drama,,49.0,5.3,33315,tt10962368,,,netflix
Without Remorse,Movie,2021-04-30,6540.0,Action,,41.0,5.8,60615,tt0499097,,,amazon
The Virtuoso,Movie,2021-04-30,6600.0,Action,,24.0,4.9,8356,tt4136456,,21356.0,others
Four Good Days,Movie,2021-05-21,6000.0,Drama,1.0,52.0,6.5,9452,tt10344522,,864091.0,others
Separation,Movie,2021-04-30,6420.0,Drama,,,4.7,4407,tt9173154,,4509143.0,others
Wrath of Man,Movie,2021-05-07,7140.0,Action,,57.0,7.1,187295,tt11083552,40000000.0,103966489.0,others
The Paper Tigers,Movie,2021-05-07,6480.0,Action,,67.0,6.3,4930,tt6060444,,118351.0,others
Mainstream,Movie,2021-05-07,5640.0,Comedy,,36.0,5.0,4821,tt9224288,,49638.0,others
The Water Man,Movie,2021-05-07,5460.0,Adventure,,68.0,5.5,4233,tt4779326,,383234.0,others
Here Today,Movie,2021-05-07,7020.0,Comedy,,40.0,6.7,5114,tt10944596,,2871327.0,others
Above Suspicion,Movie,2021-05-07,6240.0,Action,,46.0,5.7,6871,tt5688068,,25396.0,others
Reboot Camp,Movie,2021-05-04,5820.0,Comedy,,,4.6,1844,tt11111286,,,others
Benny Loves You,Movie,2021-02-15,5640.0,Comedy,,,5.6,2562,tt3917506,70000.0,,others
Oxygen,Movie,2021-05-12,6000.0,Drama,,67.0,6.5,41029,tt6341832,,,netflix
Army of the Dead,Movie,2021-05-21,8880.0,Action,,57.0,5.7,177225,tt0993840,70000000.0,,netflix
Those Who Wish Me Dead,Movie,2021-05-14,6000.0,Action,,59.0,6.0,64854,tt3215824,,19107200.0,others
The Woman in the Window,Movie,2021-05-14,6000.0,Crime,,41.0,5.7,78150,tt6111574,40000000.0,,netflix
Spiral,Movie,2021-05-14,5580.0,Crime,,40.0,5.2,57364,tt10342730,20000000.0,40618920.0,others
Georgetown,Movie,2021-05-14,5940.0,Biography,,49.0,6.2,4594,tt4669252,,39163.0,others
Finding You,Movie,2021-05-14,7140.0,Drama,,41.0,6.4,6104,tt8760280,,3326885.0,others
Dream Horse,Movie,2021-05-21,6780.0,Biography,,68.0,6.9,6027,tt9883996,,6572790.0,others
Blast Beat,Movie,2020-01-26,6300.0,Drama,,53.0,5.3,281,tt10767066,,,others
A Quiet Place Part II,Movie,2021-05-28,5820.0,Drama,1.0,71.0,7.2,243829,tt8332922,55000000.0,297372261.0,others
Cruella,Movie,2021-05-28,8040.0,Adventure,1.0,59.0,7.3,242340,tt3228774,100000000.0,233503234.0,others
The Conjuring: The Devil Made Me Do It,Movie,2021-06-04,6720.0,Horror,,53.0,6.3,122492,tt7069210,39000000.0,206431050.0,others
Flashback,Movie,2021-06-04,5820.0,Drama,,49.0,5.3,6523,tt8372094,,177143.0,amazon
Under the Stadium Lights,Movie,2021-06-04,6540.0,Action,,31.0,3.9,439,tt6384920,,,others
Grace and Grit,Movie,2021-06-04,6660.0,Biography,,,5.1,320,tt3910630,,,others
Infinite,Movie,2021-06-10,6360.0,Action,,28.0,5.4,54637,tt6654210,,,others
Peter Rabbit 2: The Runaway,Movie,2021-06-11,5580.0,Adventure,,43.0,6.2,12813,tt8376234,45000000.0,153901717.0,others
In the Heights,Movie,2021-06-11,8580.0,Drama,,84.0,7.3,49011,tt1321510,55000000.0,45175167.0,others
Wish Dragon,Movie,2021-06-11,5880.0,Animation,,59.0,7.2,29305,tt5562070,,21120000.0,others
12 Mighty Orphans,Movie,2021-06-18,7080.0,History,,44.0,6.9,6331,tt8482584,,3713294.0,others
The House Next Door: Meet the Blacks 2,Movie,2021-06-11,5820.0,Action,,,3.9,1901,tt7524444,,2893660.0,others
Queen Bees,Movie,2021-06-11,6000.0,Comedy,,52.0,6.2,2427,tt8338076,,2315871.0,others
DOMINO: Battle of the Bones,Movie,2021-06-11,6600.0,Comedy,,,3.9,306,tt10160896,,50124.0,others
Hitman's Wife's Bodyguard,Movie,2021-06-16,6000.0,Action,,32.0,6.1,98216,tt8385148,70000000.0,70094113.0,others
Luca,Movie,2021-06-18,5700.0,Animation,1.0,71.0,7.4,171222,tt12801262,,49750471.0,disney
Fatherhood,Movie,2021-06-18,6540.0,Comedy,,53.0,6.6,39814,tt4733624,,,others
The Birthday Cake,Movie,2021-06-18,5580.0,Crime,,58.0,4.3,1700,tt10719958,,23649.0,others
Rita Moreno: Just a Girl Who Decided to Go for It,Movie,2021-06-18,5400.0,Documentary,,77.0,7.7,837,tt10741846,,264626.0,others
The Sparks Brothers,Movie,2021-06-18,8400.0,Documentary,,80.0,7.8,5539,tt8610436,,1249115.0,others
Love Spreads,Movie,2021-06-18,5580.0,Comedy,,,3.6,183,tt11777510,,,others
A Crime on the Bayou,Movie,2021-06-18,5460.0,Documentary,,81.0,6.5,97,tt10837932,,,others
Good on Paper,Movie,2021-06-23,5520.0,Comedy,,54.0,5.6,12980,tt8231668,,,netflix
