Title,Type,Release,Runtime,Genre,Nominations,Metascore,imdbRating,imdbVotes,imdbID,Budget,Gross
Fistful of Vengeance,Movie,2022-2-17,5760,Action,,44,4.4,7041,tt14158554,,
Uncharted,Movie,2022-2-18,6960,Action,,45,6.3,224070,tt1464335,120000000,401748820
Dog,Movie,2022-2-18,6060,Comedy,,61,6.5,39559,tt11252248,15000000,84774243
Texas Chainsaw Massacre,Movie,2022-2-18,4860,Crime,,34,4.7,55853,tt11755740,20000000,
The Cursed,Movie,2022-2-18,6660,Fantasy,,62,6.2,12712,tt9907782,,4588389
A Fairy Tale After All,Movie,2022-2-17,4320,Adventure,,,3.4,2509,tt7813294,,
Cyrano,Movie,2022-2-25,7380,Drama,1,66,6.4,12932,tt12889404,,6397112
Studio 666,Movie,2022-2-25,6360,Comedy,,50,5.7,10749,tt15374070,,3018515
Tyler Perry's A Madea Homecoming,Movie,2022-2-25,6300,Comedy,,42,5.6,4293,tt14813966,,
No Exit,Movie,2022-2-25,5700,Drama,,54,6.1,27688,tt7550014,,
Gasoline Alley,Movie,2022-2-24,5820,Action,,,3.8,2322,tt14174168,,32433
The Batman,Movie,2022-3-4,10560,Action,3,72,7.8,691237,tt1877830,200000000,770945583
After Yang,Movie,2022-3-4,5760,Drama,,78,6.7,18157,tt8633464,,729948
Fresh,Movie,2022-3-4,6840,Horror,,67,6.7,61574,tt13403046,,
A Day to Die,Movie,2022-3-22,6300,Action,,,3.5,4465,tt14412366,,98616
The Adam Project,Movie,2022-3-11,6360,Action,,55,6.7,211143,tt2463208,116000000,
Turning Red,Movie,2022-3-11,6000,Animation,1,83,7.0,132124,tt8097030,175000000,20122621
Tyson's Run,Movie,2022-3-11,6180,Drama,,,6.2,334,tt3580748,,395627
Rescued by Ruby,Movie,2022-3-17,5400,Biography,,,7.1,9318,tt11278476,,
The Outfit,Movie,2022-3-18,6300,Crime,,69,7.1,51597,tt14114802,,4032313
Deep Water,Movie,2022-3-18,6900,Drama,,53,5.4,49613,tt2180339,48917499,
Cheaper by the Dozen,Movie,2003-12-25,5880,Comedy,,46,5.9,104829,tt0349205,40000000,190538630
Windfall,Movie,2022-3-18,5520,Crime,,52,5.7,24765,tt15033192,,
X,Movie,2022-3-18,6300,Horror,,79,6.6,124403,tt13560574,1000000,14740889
Umma,Movie,2022-3-18,4980,Drama,,51,4.7,8385,tt13235822,,2232593
Alice,Movie,1991-1-10,6360,Comedy,1,67,6.6,14716,tt0099012,12000000,7331647
Master,Movie,2021-1-13,10740,Action,,,7.3,78605,tt10579952,1350000000,28692230
Measure of Revenge,Movie,2022-8-26,5520,Thriller,,30,3.8,368,tt9075388,,
The Lost City,Movie,2022-3-25,6720,Action,,60,6.1,131883,tt13320622,68000000,192907684
Everything Everywhere All at Once,Movie,2022-4-8,8340,Action,4,81,7.9,426897,tt6710474,14300000,139085596
Infinite Storm,Movie,2022-3-25,5820,Drama,,56,5.2,6818,tt14060232,,1707067
7 Days,Movie,2010-11-12,6300,Crime,,,6.5,8249,tt0445054,3400000,1259
Moonshot,Movie,2022-3-31,6240,Comedy,,58,5.6,5680,tt12585076,,
Morbius,Movie,2022-4-1,6240,Action,,35,5.2,134663,tt5108870,75000000,167460961
The Bubble,Movie,2022-4-1,7560,Comedy,,34,4.7,26226,tt13610562,,
The Contractor,Movie,2022-4-1,6180,Action,,52,5.8,23820,tt10323676,50000000,2122288
Better Nate Than Ever,Movie,2022-4-1,5640,Comedy,,66,6.4,2843,tt14696284,,
Sonic the Hedgehog 2,Movie,2022-4-8,7320,Action,,47,6.5,72817,tt12412888,110000000,405421518
Ambulance,Movie,2022-4-8,8160,Action,,55,6.1,81064,tt4998632,40000000,52300984
All the Old Knives,Movie,2022-4-8,6060,Mystery,,62,6.1,25264,tt3706352,,
Metal Lords,Movie,2022-4-8,5820,Comedy,,59,6.7,29530,tt12141112,,
Father Stu,Movie,2022-4-15,7440,Biography,,40,6.5,24259,tt14439896,4000000,21798260
Fantastic Beasts: The Secrets of Dumbledore,Movie,2022-4-15,8520,Adventure,,47,6.2,150666,tt4123432,200000000,407150844
Dual,Movie,2022-5-20,5640,Comedy,,62,5.8,10264,tt9005184,4500000,425909
Choose or Die,Movie,2022-4-15,5040,Drama,,43,4.8,23080,tt11514780,,
Titanic 666,Movie,2022-4-15,5460,Horror,,,3.3,2162,tt18394428,,66947
The Bad Guys,Movie,2022-4-22,6000,Animation,,64,6.8,47179,tt8115900,70000000,250162278
The Northman,Movie,2022-4-22,8220,Action,,82,7.1,224431,tt11138512,60000000,69633110
The Unbearable Weight of Massive Talent,Movie,2022-4-22,6420,Action,,68,7.0,116924,tt11291274,30000000,29116320
Polar Bear,Movie,2022-4-22,5040,Documentary,,,6.9,665,tt17048330,,
The Survivor,Movie,2022-4-27,7740,Biography,1,71,6.7,4935,tt9242528,,177291
Memory,Movie,2022-4-29,6840,Action,,41,5.7,29342,tt11827628,30000000,13897255
Crush,Movie,2022-4-29,5580,Comedy,,56,6.3,7720,tt15096128,,
Fortress: Sniper's Eye,Movie,2022-4-29,5220,Action,,,2.9,1047,tt14577304,,69075
Green Ghost and the Masters of the Stone,Movie,2021-6-5,4920,Action,,,4.6,556,tt4012916,,113685
Corrective Measures,Movie,2022-4-29,6360,Action,,,4.3,2558,tt15391770,,34489
Doctor Strange in the Multiverse of Madness,Movie,2022-5-6,7560,Action,,60,6.9,433460,tt9419884,200000000,955775804
Along for the Ride,Movie,2022-5-6,6360,Drama,,55,6.1,7636,tt14506528,,
Marmaduke,Movie,2010-6-4,5220,Comedy,,30,4.3,16308,tt1392197,50000000,83761844
Escape the Field,Movie,2022-5-6,5340,Horror,,39,4.4,2249,tt11265320,,1074879
Operation Mincemeat,Movie,2022-5-11,7680,Drama,,65,6.6,29715,tt1879016,,15710164
Senior Year,Movie,2022-5-13,6660,Comedy,,47,5.5,40029,tt5315212,,
Firestarter,Movie,1984-5-11,6840,Action,,50,6.0,35415,tt0087262,15000000,17080167
Sneakerella,Movie,2022-5-13,6720,Comedy,,,4.8,1606,tt10160886,,
On the Count of Three,Movie,2022-5-13,5160,Comedy,,74,7.0,6189,tt11160650,,62131
Private Property,Movie,2022-5-13,5220,Drama,,,4.2,1308,tt15167994,,
Family Camp,Movie,2022-6-28,6660,Comedy,,,5.0,1188,tt11535358,,3973263
Montana Story,Movie,2022-7-16,6840,Drama,,73,6.5,1542,tt13656980,,292915
Vendetta,Movie,2013-12-23,6360,Action,,,5.8,4201,tt2572632,,97494
Downton Abbey: A New Era,Movie,2022-5-20,7440,Drama,,63,7.4,25734,tt11703710,40000000,92621236
Chip 'n Dale: Rescue Rangers,Movie,2022-5-20,5820,Animation,0,66,7.0,43031,tt3513500,70000000,623190
Good Mourning,Movie,2022-5-20,5580,Comedy,,,3.1,2081,tt15331186,,21348
The Valet,Movie,2022-5-20,7440,Comedy,,62,6.7,14240,tt4081630,,
Emergency,Movie,2022-5-27,6300,Comedy,,73,6.2,8612,tt13650600,,
Top Gun: Maverick,Movie,2022-5-27,7800,Action,5,78,8.3,569194,tt1745960,170000000,1493491858
The Bob's Burgers Movie,Movie,2022-5-27,6120,Animation,,75,7.0,18979,tt7466442,38000000,34148750
Zero Contact,Movie,2022-5-27,5820,Thriller,,18,3.1,699,tt12359080,,
A Chiara,Movie,2021-10-7,7260,Drama,,75,6.8,1888,tt14324296,,585750
South Park: The Streaming Wars,TV Episode,2022-6-1,2880,Animation,,,6.7,4345,tt15783698,,
Hollywood Stargirl,Movie,2022-6-3,6300,Comedy,,66,5.8,1164,tt14109994,,
Crimes of the Future,Movie,2022-6-3,6420,Drama,,67,5.9,33768,tt14549466,35000000,4551565
Benediction,Movie,2021-12-23,8220,Biography,,81,6.7,2784,tt6852178,,847418
Interceptor,Movie,2022-6-3,5940,Action,,51,4.6,25266,tt14174940,15000000,
Fire Island,Movie,2022-6-3,6300,Comedy,,72,6.7,11439,tt15218000,,
Watcher,Movie,2022-6-3,5760,Drama,,72,6.3,30881,tt12004038,,3199952
Dashcam,Movie,2022-6-3,4800,Horror,,48,4.7,4299,tt15174116,100000,66915
White Elephant,Movie,2012-5-17,6300,Adventure,,67,6.5,5215,tt2132324,,4387907
Hustle,Movie,2022-6-8,7020,Comedy,,68,7.3,129744,tt8009428,,
Jurassic World: Dominion,Movie,2022-6-10,8820,Action,,38,5.6,180094,tt8041270,165000000,1001978080
Father of the Bride,Movie,1991-12-20,6300,Comedy,,51,6.5,79881,tt0101862,20000000,89325780
Lightyear,Movie,2022-8-3,6300,Animation,,60,6.1,112023,tt10298810,200000000,226425420
Spiderhead,Movie,2022-6-17,6360,Action,,54,5.4,60803,tt9783600,,
Jerry Maguire,Movie,1996-12-13,8340,Comedy,4,77,7.3,274095,tt0116695,50000000,273552592
Cha Cha Real Smooth,Movie,2022-6-17,6420,Comedy,,69,7.3,21907,tt14376344,,
Mid-Century,Movie,2022-10-24,6300,Horror,,,3.3,846,tt6821198,,
Abandoned,Video,2010-8-24,5280,Drama,,,5.0,6204,tt1470171,,
Beavis and Butt-Head Do the Universe,Movie,2022-6-23,5220,Animation,,70,7.0,11869,tt14145426,,
Elvis,Movie,2022-6-24,9540,Biography,8,64,7.3,204348,tt3704428,85000000,288670284
The Black Phone,Movie,2022-6-24,6180,Horror,,65,6.9,162363,tt7144666,18000000,161440742
The Man from Toronto,Movie,2022-6-24,6600,Action,,34,5.8,52630,tt11671006,75000000,
The Sea Beast,Movie,2022-7-8,6900,Animation,1,74,7.0,51078,tt9288046,,
Marcel the Shell with Shoes On,Movie,2022-7-15,5400,Animation,1,80,7.7,17474,tt15339456,,6863933
Rise,Movie,2022-6-24,6780,Biography,,74,7.0,7298,tt11242162,,
Press Play,Movie,2022-6-16,5100,Drama,,,6.0,1156,tt11116642,,216850
Beauty,Movie,2012-10-5,5940,Drama,,,6.3,1930,tt1922721,,50425
Minions: The Rise of Gru,Movie,2022-7-1,5220,Animation,,56,6.5,72717,tt5113044,80000000,939628210
The Forgiven,Movie,2022-9-2,7020,Drama,,59,6.0,6191,tt3696180,,1371556
Mr. Malcolm's List,Movie,2022-7-1,7020,Comedy,,65,5.8,2966,tt12545566,,2024507
The Princess,Movie,2022-7-1,5640,Action,,43,5.6,14149,tt13406136,,41844
Hot Seat,Movie,2022-7-7,5940,Thriller,,,4.3,2711,tt15690300,,68798
"Hello, Goodbye and Everything in Between",Movie,2022-7-6,4920,Comedy,,54,5.1,3531,tt4181158,,
Thor: Love and Thunder,Movie,2022-7-8,7080,Action,,57,6.2,356359,tt10648342,250000000,760928081
The Streaming Wars Part 2,TV Episode,2022-7-13,3060,Animation,,,6.6,2487,tt21198156,,
The Gray Man,Movie,2022-7-22,7320,Action,,49,6.5,213290,tt1649418,200000000,454023
Where the Crawdads Sing,Movie,2022-7-15,7500,Drama,,43,7.2,91285,tt9411972,24000000,140230760
Paws of Fury: The Legend of Hank,Movie,2022-7-15,5880,Animation,,45,5.7,5316,tt4428398,,42492752
Persuasion,Movie,2022-7-15,6480,Drama,,42,5.8,31609,tt13456318,,
Gone in the Night,Movie,2022-8-2,5400,Mystery,,52,4.9,4413,tt15426294,,266466
1UP,Movie,2022-7-15,6000,Comedy,,,3.3,1433,tt13487922,,2379
Wrong Place,Movie,2022-8-2,5760,Action,,,3.6,4040,tt15837458,,71362
Don't Make Me Go,Movie,2022-7-15,6540,Drama,,54,6.7,3342,tt2597804,,
'He's Watching',TV Movie,2018-9-2,,Thriller,,,4.9,258,tt7834022,,
Nope,Movie,2022-7-22,7800,Horror,,77,6.8,216475,tt10954984,68000000,171235592
Anything's Possible,Movie,2022-7-22,5760,Drama,,62,5.5,1395,tt11464446,,
Alone Together,TV Series,2018-1-10,1320,Comedy,,,6.7,2051,tt5615840,,
DC League of Super-Pets,Movie,2022-7-29,6300,Animation,,56,7.2,68066,tt8912936,90000000,207457117
Thirteen Lives,Movie,2022-8-5,8820,Action,,66,7.8,59425,tt12262116,,
Vengeance,Movie,2022-7-29,6420,Comedy,,65,6.8,25716,tt11976532,,4370536
Sharp Stick,Movie,2022-11-28,5520,Comedy,,53,4.9,1540,tt14158346,,
Not Okay,Movie,2022-7-29,6000,Comedy,,62,6.1,16514,tt14814040,,
Paradise Highway,Movie,2022-7-29,6900,Thriller,,48,5.6,4657,tt7469828,6000000,222607
Resurrection,TV Series,2014-3-9,2580,Drama,,,7.3,15437,tt2647586,,
A Love Song,Movie,2022-10-4,4860,Romance,,78,6.8,1518,tt12691830,,288426
Honor Society,Movie,2022-7-29,5880,Comedy,,66,6.5,7406,tt16491324,20000000,
Allegoria,Movie,2022-8-1,4140,Horror,,,4.4,445,tt14939308,,
Bullet Train,Movie,2022-8-5,7620,Action,,49,7.3,339669,tt12593682,85900000,239268602
Luck,Movie,2022-8-5,6300,Animation,,48,6.4,22402,tt7214954,,
Easter Sunday,Movie,2022-8-5,5760,Comedy,,41,5.3,2277,tt11952606,,13074255
Rise of the Teenage Mutant Ninja Turtles: The Movie,Movie,2022-8-5,4920,Animation,,61,6.0,5654,tt9784708,,
Bodies Bodies Bodies,Movie,2022-8-12,5640,Comedy,,69,6.2,46661,tt8110652,,13929670
They/Them,Movie,2022-8-5,6240,Horror,,46,3.8,9564,tt14502344,,
Secret Headquarters,Movie,2022-8-5,6240,Action,,47,5.1,6490,tt14001894,,
Day Shift,Movie,2022-8-12,6780,Action,,51,6.1,81755,tt13314558,100000000,
Mack,Short,2011-3-10,1380,Short,,,2.0,10,tt1833030,,
Fall,Movie,2022-8-12,6420,Thriller,,62,6.4,74955,tt15325794,3000000,17363261
Emily the Criminal,Movie,2022-8-12,5820,Crime,,75,6.7,40353,tt15255876,3000000,2157673
Summering,Movie,2022-12-2,5100,Drama,,50,4.5,372,tt15208276,,64369
Beast,Movie,2022-4-13,9300,Action,,,5.2,34256,tt11301946,180,18911959
Orphan: First Kill,Movie,2022-8-19,5940,Crime,,54,5.9,37907,tt11851548,10000000,37083743
Spin Me Round,Movie,2022-8-19,6240,Comedy,,58,5.2,3836,tt14596320,,
Delia's Gone,Movie,2022-10-13,5400,Crime,,40,4.7,401,tt11513710,,
Three Thousand Years of Longing,Movie,2022-8-26,6480,Drama,,60,6.7,43152,tt9198364,60000000,20266532
Samaritan,Movie,2022-8-26,6120,Action,,45,5.7,49329,tt5500218,100000000,
Me Time,Movie,2022-8-26,6060,Comedy,,25,5.1,36189,tt14309446,80000000,
The Invitation,Movie,2016-4-8,6000,Drama,,74,6.6,113217,tt2400463,,354835
Breaking,Movie,2022-8-26,6180,Crime,,66,6.2,5653,tt12311620,,2806359
Funny Pages,Movie,2022-8-26,5160,Comedy,,73,6.3,2629,tt8174412,,
Honk for Jesus. Save Your Soul.,Movie,2022-9-2,6360,Comedy,,63,5.4,3642,tt12655436,,2561270
Gigi,Movie,1958-6-25,6900,Comedy,0,82,6.6,23618,tt0051658,3319355,
Wire Room,Movie,2022-9-23,5760,Action,,,3.6,1122,tt16527290,,
One Way,Movie,2007-1-25,6960,Thriller,,,6.1,3336,tt0484382,7100000,2972357
After Ever Happy,Movie,2022-9-7,5700,Drama,,,4.5,7255,tt13070038,,19155062
Pinocchio,Movie,1940-2-23,5280,Animation,0,99,7.5,151837,tt0032910,2600000,121892045
Barbarian,Movie,2022-9-9,6120,Horror,,78,7.0,143111,tt15791034,4500000,45352337
End of the Road,Movie,2022-9-9,5340,Action,,44,4.8,7938,tt13655328,,
Lifemark,Movie,2022-9-9,7200,Drama,,,5.9,873,tt20864704,,5644998
Flight/Risk,Movie,2022-9-9,5880,Documentary,,,6.4,643,tt21293078,,
Clerks III,Movie,2022-9-16,6000,Comedy,,50,6.3,14394,tt11128440,7000000,4717597
The Woman King,Movie,2022-9-16,8100,Action,2,77,6.8,58123,tt8093700,50000000,97250903
See How They Run,Movie,2022-9-16,5880,Comedy,1,60,6.5,53372,tt13640696,40000000,21966634
Blonde,Movie,2022-9-28,10020,Biography,1,50,5.5,64686,tt1655389,22000000,
Pearl,Movie,2022-9-16,6180,Drama,,76,7.0,53133,tt18925334,,9744096
Do Revenge,Movie,2022-9-16,7080,Comedy,,66,6.3,42701,tt13327038,25000000,
The Silent Twins,Movie,2022-9-16,6780,Biography,,59,5.8,1649,tt11052678,,298207
"Confess, Fletch",Movie,2022-9-16,5880,Comedy,,64,6.5,12531,tt12718300,20000000,656613
Moonage Daydream,Movie,2023-4-29,8100,Documentary,1,83,7.8,10329,tt9883832,,12934887
God's Country,Movie,2022-9-16,6120,Thriller,,77,5.6,2885,tt11818818,,493679
Goodnight Mommy,Movie,2015-9-11,5940,Horror,,81,6.7,56608,tt3086442,,2193474
Running the Bases,Movie,2022-9-16,7620,Drama,,,5.4,386,tt8110900,,1511980
Jeepers Creepers: Reborn,Movie,2022-9-19,5280,Horror,,,2.5,11149,tt14121726,,5954938
Don't Worry Darling,Movie,2022-9-23,7380,Drama,,48,6.2,111332,tt10731256,20000000,87609403
Catherine Called Birdy,Movie,2022-10-7,6480,Adventure,,74,6.6,6348,tt11727866,,
Section Eight,Short,2003-8-6,,Short,,,,0,tt2587868,2000,
Lou,Movie,2022-9-23,6420,Action,,51,6.1,28705,tt5315210,,43697
On the Come Up,Movie,2022-9-23,6960,Comedy,,52,5.6,601,tt9783730,,236153
A Jazzman's Blues,Movie,2022-9-23,7620,Drama,,62,6.7,3699,tt14307536,,
The Munsters,TV Series,1964-9-24,1800,Comedy,,,7.8,15949,tt0057773,,
Smile,Movie,2022-9-30,6900,Horror,,68,6.5,119856,tt15474916,17000000,217408513
Bros,Movie,2022-9-30,6900,Comedy,,72,6.4,28505,tt9731598,22000000,14781779
Hocus Pocus 2,Movie,2022-9-30,6180,Comedy,,56,6.0,46880,tt11909878,,
The Greatest Beer Run Ever,Movie,2022-9-30,7560,Adventure,,39,6.8,21160,tt10268488,40000000,
The Good House,Movie,2022-9-30,6240,Comedy,,62,6.4,1995,tt3104956,,2279914
Luckiest Girl Alive,Movie,2022-10-7,6780,Drama,,54,6.4,50121,tt4595186,,
God's Creatures,Movie,2022-9-30,6000,Drama,,69,5.9,1954,tt10375396,,175209
Dead for a Dollar,Movie,2022-9-30,6420,Thriller,,61,5.3,3924,tt14895206,,81403
My Best Friend's Exorcism,Movie,2022-9-30,5820,Comedy,,58,5.3,5129,tt7830806,,
Hot Take: The Depp/Heard Trial,Movie,2022-9-30,5040,Drama,,,3.2,244,tt22058192,,
Mr. Harrigan's Phone,Movie,2022-10-5,6240,Drama,,55,6.0,33315,tt12908110,,
Terrifier 2,Movie,2022-10-6,8280,Horror,,59,6.2,32431,tt10403420,250000,15065239
"Lyle, Lyle, Crocodile",Movie,2022-10-7,6360,Animation,,51,6.1,10613,tt14668630,50000000,104088441
Amsterdam,Movie,2022-10-7,8040,Comedy,1,48,6.1,73831,tt10304142,80000000,31245810
Tár,Movie,2022-10-28,9480,Drama,6,92,7.5,67400,tt14444726,25000000,26626792
Hellraiser,Movie,1987-9-18,5640,Horror,,56,6.9,131710,tt0093177,1000000,14575526
Significant Other,Movie,2022-10-7,5040,Drama,,57,5.7,8856,tt15353964,,
The Redeem Team,Movie,2022-10-7,5820,Documentary,,76,7.4,9166,tt21837726,,
Halloween Ends,Movie,2022-10-14,6660,Horror,,47,5.0,59032,tt10665342,20000000,104186860
Till,Movie,2022-10-28,7800,Biography,1,79,7.1,9535,tt4960748,33000000,11232636
Rosaline,Movie,2022-10-14,5700,Comedy,,61,6.4,8403,tt1777606,,
All Quiet on the Western Front,Movie,2022-10-28,8880,Action,5,76,7.8,194661,tt1016150,,
Raymond,Short,2007-1-26,300,Animation,,,6.6,22,tt1557848,,
Stars at Noon,Movie,2022-10-14,8100,Drama,,64,5.5,2339,tt10354106,,26146
The Curse of Bridge Hollow,Movie,2022-10-14,5340,Adventure,,38,5.5,9717,tt15289240,,
Bitch Ass,Movie,2022-10-14,5100,Crime,,60,3.9,454,tt13991504,,
The School for Good and Evil,Movie,2022-10-19,8820,Action,,30,5.8,30558,tt2935622,,
The Good Nurse,Movie,2022-10-26,7260,Biography,1,65,6.8,67044,tt4273800,,14943
V/H/S/99,Movie,2022-10-20,6540,Horror,,58,5.1,5591,tt21651560,,
Black Adam,Movie,2022-10-21,7500,Action,,41,6.3,239993,tt6443346,195000000,393252111
Ticket to Paradise,Movie,2022-10-21,6240,Comedy,,50,6.2,46584,tt14109724,60000000,168430007
Wendell & Wild,Movie,2022-10-28,6300,Animation,,69,6.4,10501,tt5181830,,
The Banshees of Inisherin,Movie,2022-11-4,6840,Comedy,9,87,7.7,195817,tt11813216,,49001733
My Policeman,Movie,2022-11-4,6780,Drama,,50,6.5,17857,tt13139228,,
Aftersun,Movie,2022-11-18,6120,Drama,1,95,7.7,57317,tt19770238,,8006126
Detective Knight: Rogue,Movie,2022-10-21,6300,Action,,,3.7,1297,tt21435436,,95244
The Return of Tanya Tucker: Featuring Brandi Carlile,Movie,2022-11-4,6480,Documentary,,74,7.3,129,tt17640752,,93275
Armageddon Time,Movie,2022-11-4,6840,Drama,,74,6.5,10974,tt10343028,15000000,6349400
Call Jane,Movie,2022-10-28,7260,Drama,,62,6.3,4061,tt7461272,,694787
Causeway,Movie,2022-11-4,5640,Drama,1,66,6.6,17771,tt10192406,,
Prey for the Devil,Movie,2022-10-28,5580,Horror,,38,5.2,11880,tt9271672,,44658929
Run Sweetheart Run,Movie,2022-10-28,6240,Horror,,51,5.5,5685,tt8656686,30000000,
The Wonder,Movie,2022-11-16,6480,Drama,1,71,6.6,35877,tt9288822,,
The Independent,Movie,2000-3-12,4860,Comedy,,52,5.9,1341,tt0160403,,238431
Enola Holmes 2,Movie,2022-11-4,7740,Action,,64,6.7,84110,tt14641788,,
My Father's Dragon,Movie,2022-11-11,5940,Animation,,74,6.5,2693,tt9288748,,
Weird: The Al Yankovic Story,Movie,2022-11-4,6480,Biography,1,70,7.0,28015,tt17076046,8000000,
The Estate,Movie,2022-11-24,5760,Comedy,,37,5.3,2690,tt16302202,,572062
The Minute You Wake up Dead,Movie,2022-12-13,5400,Thriller,,,4.3,1020,tt11833408,,
On the Line,Movie,2022-11-4,6240,Thriller,,,5.4,7129,tt14824590,,94950
Dear Zoe,Movie,2022-11-4,5640,Drama,,,5.6,807,tt1657865,,
Something in the Dirt,Movie,2022-11-22,6960,Comedy,,76,5.9,3623,tt14895716,,163688
Good Night Oppy,Movie,2022-11-23,6300,Documentary,,65,7.7,3396,tt14179942,,3663
Guillermo del Toro's Pinocchio,Movie,2022-12-9,7020,Animation,0,79,7.6,95287,tt1488589,35000000,109846
Falling for Christmas,Movie,2022-11-10,5580,Comedy,,40,5.2,24735,tt14715170,,
Black Panther: Wakanda Forever,Movie,2022-11-11,9660,Action,4,67,6.7,255838,tt9114286,250000000,859103923
The Fabelmans,Movie,2022-11-23,9060,Drama,7,84,7.6,83456,tt14208870,40000000,44747487
Spirited,Movie,2022-11-18,7620,Comedy,,55,6.6,41445,tt10999120,100000000,
Is That Black Enough for You?!?,Movie,2022-11-11,8100,Documentary,,83,7.3,1112,tt21438352,,
Paradise City,TV Series,2021-3-25,,Drama,,,6.5,2145,tt4302062,,
Poker Face,TV Series,2023-1-26,3480,Crime,,,7.9,27198,tt14269590,,
A Christmas Story Christmas,Movie,2022-11-17,5880,Comedy,,55,6.7,15833,tt17220704,,
Christmas with You,Movie,2022-11-17,5340,Comedy,,39,5.6,6568,tt15824322,,
She Said,Movie,2022-11-18,7740,Drama,2,74,7.2,25556,tt14807308,32000000,13913069
The Menu,Movie,2022-11-18,6420,Comedy,,71,7.2,292918,tt9764362,35000000,79628200
Disenchanted,Movie,2022-11-18,7140,Animation,,50,5.6,22420,tt1596342,,
Slumberland,Movie,2022-11-18,7020,Adventure,,40,6.7,25289,tt13320662,150000000,
Bones and All,Movie,2022-11-23,7860,Drama,,74,6.8,38924,tt10168670,16000000,15134907
The Inspection,Movie,2022-12-2,5700,Drama,,73,6.8,2530,tt13495458,,547631
Scrooge: A Christmas Carol,Movie,2022-12-2,5760,Animation,,46,6.2,6153,tt20917338,,
Lamborghini: The Man Behind the Legend,Movie,2022-11-18,5820,Biography,,,5.3,6051,tt5533370,,1709686
The People We Hate at the Wedding,Movie,2022-11-18,5940,Comedy,,42,5.8,8700,tt9071456,,
Prancer: A Christmas Tale,Movie,2022-11-22,6120,Drama,,,6.0,267,tt14668196,,
Strange World,Movie,2022-11-23,6120,Animation,,65,5.6,38238,tt10298840,120000000,73621640
Devotion,Movie,2022-11-23,8340,Action,,66,6.6,20015,tt7693316,90000000,21754392
Nanny,Movie,2022-12-16,5940,Drama,,72,5.3,6305,tt10931784,,
A Christmas Mystery,Movie,2022-11-24,5220,Comedy,,,5.9,750,tt22207152,,
Holiday Harmony,Movie,2022-11-24,6600,Comedy,,,6.2,1032,tt22814692,3000000,
The Noel Diary,Movie,2022-11-24,5940,Comedy,,63,6.1,15878,tt13007592,,
White Noise,Movie,2005-1-7,6060,Drama,,30,5.5,49807,tt0375210,10000000,91196419
A Hollywood Christmas,TV Movie,2022-12-1,5460,Comedy,,,5.2,1133,tt21950514,,
Violent Night,Movie,2022-12-2,6720,Action,,55,6.7,68583,tt12003946,20000000,76004430
Emancipation,Movie,2022-12-9,7920,Action,,53,6.1,22438,tt12530246,120000000,
Spoiler Alert,Movie,2022-12-9,6720,Comedy,,61,7.3,3807,tt7775720,,1384003
Diary of a Wimpy Kid: Rodrick Rules,Movie,2011-3-25,5940,Comedy,,51,6.5,33351,tt1650043,21000000,72526996
Darby and the Dead,Movie,2022-12-2,6000,Comedy,,51,5.6,1282,tt15745226,,
Lady Chatterley's Lover,Movie,2022-12-2,7560,Drama,,67,6.6,18037,tt14369780,,
The Eternal Daughter,Movie,2022-12-2,5760,Drama,,80,6.0,3417,tt13874422,,141721
Matilda the Musical,Movie,2022-7-14,,Drama,,,6.8,209,tt21302790,50000,
Empire of Light,Movie,2022-12-9,6900,Drama,1,54,6.6,15709,tt14402146,,10397156
Night at the Museum: Kahmunrah Rises Again,Movie,2022-12-9,4620,Animation,,,5.0,1981,tt13623880,,
The Whale,Movie,2022-12-21,7020,Drama,1,60,7.7,127099,tt13833688,10000000,55101305
Something from Tiffany's,Movie,2022-12-9,5220,Comedy,,46,6.2,7601,tt16233952,,
Detective Knight: Redemption,Movie,2022-12-9,5820,Action,,,4.0,1056,tt22394694,,192939
The Mean One,Movie,2022-12-9,5580,Comedy,,29,3.9,444,tt20853816,,612260
5000 Blankets,Movie,2022-12-12,6300,Drama,,,5.8,219,tt11364996,,
Avatar: The Way of Water,Movie,2022-12-16,11520,Action,3,67,7.7,355332,tt1630029,350000000,2315057233
Puss in Boots: The Last Wish,Movie,2022-12-21,6120,Animation,1,73,7.9,117294,tt3915174,90000000,480003365
Wildcat,Movie,2022-12-30,6360,Documentary,,71,7.8,2605,tt13622204,,
Babylon,Movie,2022-12-23,11340,Comedy,3,60,7.2,107214,tt10640346,78000000,63377624
Whitney Houston: I Wanna Dance with Somebody,Movie,2022-12-23,8640,Biography,,51,6.6,13210,tt12193804,45000000,56708080
The Pale Blue Eye,Movie,2023-1-6,7680,Crime,,56,6.6,101309,tt14138650,72000000,
Women Talking,Movie,2023-1-20,6240,Drama,1,79,6.9,27650,tt13669038,,8889055
A Man Called Otto,Movie,2023-1-13,7560,Comedy,,51,7.4,58175,tt7405458,50000000,109063300
"Alice, Darling",Movie,2023-1-20,5340,Drama,,65,5.4,5095,tt11687104,,125108
