Title,Type,Release,Runtime,Genre,Nominations,Metascore,imdbRating,imdbVotes,imdbID,Budget,Gross,Platform,CurrencyBudget,CurrencyGross,Language
Call Jane,Movie,2022-10-28,7260.0,Drama,,62.0,6.3,4061,tt7461272,,694787.0,others,,USD,English
Causeway,Movie,2022-11-04,5640.0,Drama,1.0,66.0,6.6,17771,tt10192406,,,others,,,English
Prey for the Devil,Movie,2022-10-28,5580.0,Horror,,38.0,5.2,11880,tt9271672,,44658929.0,others,,USD,English
Run Sweetheart Run,Movie,2022-10-28,6240.0,Horror,,51.0,5.5,5685,tt8656686,30000000.0,,amazon,USD,,English
The Wonder,Movie,2022-11-16,6480.0,Drama,1.0,71.0,6.6,35877,tt9288822,,,netflix,,,English
Enola Holmes 2,Movie,2022-11-04,7740.0,Action,,64.0,6.7,84110,tt14641788,,,others,,,English
My Father's Dragon,Movie,2022-11-11,5940.0,Animation,,74.0,6.5,2693,tt9288748,,,netflix,,,English
Weird: The Al Yankovic Story,Movie,2022-11-04,6480.0,Biography,1.0,70.0,7.0,28015,tt17076046,8000000.0,,others,USD,,English
The Estate,Movie,2022-11-24,5760.0,Comedy,,37.0,5.3,2690,tt16302202,,572062.0,others,,USD,English
The Minute You Wake up Dead,Movie,2022-12-13,5400.0,Thriller,,,4.3,1020,tt11833408,,,others,,,English
On the Line,Movie,2022-11-04,6240.0,Thriller,,,5.4,7129,tt14824590,,94950.0,others,,USD,English
Dear Zoe,Movie,2022-11-04,5640.0,Drama,,,5.6,807,tt1657865,,,others,,,English
Something in the Dirt,Movie,2022-11-22,6960.0,Comedy,,76.0,5.9,3623,tt14895716,,163688.0,others,,USD,English
Good Night Oppy,Movie,2022-11-23,6300.0,Documentary,,65.0,7.7,3396,tt14179942,,3663.0,others,,USD,English
Guillermo del Toro's Pinocchio,Movie,2022-12-09,7020.0,Animation,0.0,79.0,7.6,95287,tt1488589,35000000.0,109846.0,netflix,USD,USD,English
Falling for Christmas,Movie,2022-11-10,5580.0,Comedy,,40.0,5.2,24735,tt14715170,,,netflix,,,English
Black Panther: Wakanda Forever,Movie,2022-11-11,9660.0,Action,4.0,67.0,6.7,255838,tt9114286,250000000.0,859103923.0,others,USD,USD,English
The Fabelmans,Movie,2022-11-23,9060.0,Drama,7.0,84.0,7.6,83456,tt14208870,40000000.0,44747487.0,others,USD,USD,English
Spirited,Movie,2022-11-18,7620.0,Comedy,,55.0,6.6,41445,tt10999120,100000000.0,,others,USD,,English
Is That Black Enough for You?!?,Movie,2022-11-11,8100.0,Documentary,,83.0,7.3,1112,tt21438352,,,others,,,English
A Christmas Story Christmas,Movie,2022-11-17,5880.0,Comedy,,55.0,6.7,15833,tt17220704,,,others,,,English
She Said,Movie,2022-11-18,7740.0,Drama,2.0,74.0,7.2,25556,tt14807308,32000000.0,13913069.0,others,USD,USD,English
The Menu,Movie,2022-11-18,6420.0,Comedy,,71.0,7.2,292918,tt9764362,35000000.0,79628200.0,others,USD,USD,English
Disenchanted,Movie,2022-11-18,7140.0,Animation,,50.0,5.6,22420,tt1596342,,,disney,,,English
Slumberland,Movie,2022-11-18,7020.0,Adventure,,40.0,6.7,25289,tt13320662,150000000.0,,netflix,USD,,English
Bones and All,Movie,2022-11-23,7860.0,Drama,,74.0,6.8,38924,tt10168670,16000000.0,15134907.0,others,USD,USD,English
The Inspection,Movie,2022-12-02,5700.0,Drama,,73.0,6.8,2530,tt13495458,,547631.0,others,,USD,English
Scrooge: A Christmas Carol,Movie,2022-12-02,5760.0,Animation,,46.0,6.2,6153,tt20917338,,,netflix,,,English
Lamborghini: The Man Behind the Legend,Movie,2022-11-18,5820.0,Biography,,,5.3,6051,tt5533370,,1709686.0,others,,USD,English
The People We Hate at the Wedding,Movie,2022-11-18,5940.0,Comedy,,42.0,5.8,8700,tt9071456,,,amazon,,,English
Prancer: A Christmas Tale,Movie,2022-11-22,6120.0,Drama,,,6.0,267,tt14668196,,,others,,,English
Strange World,Movie,2022-11-23,6120.0,Animation,,65.0,5.6,38238,tt10298840,120000000.0,73621640.0,others,USD,USD,English
Devotion,Movie,2022-11-23,8340.0,Action,,66.0,6.6,20015,tt7693316,90000000.0,21754392.0,others,USD,USD,English
Nanny,Movie,2022-12-16,5940.0,Drama,,72.0,5.3,6305,tt10931784,,,amazon,,,English
Holiday Harmony,Movie,2022-11-24,6600.0,Comedy,,,6.2,1032,tt22814692,3000000.0,,others,USD,,English
The Noel Diary,Movie,2022-11-24,5940.0,Comedy,,63.0,6.1,15878,tt13007592,,,netflix,,,English
Violent Night,Movie,2022-12-02,6720.0,Action,,55.0,6.7,68583,tt12003946,20000000.0,76004430.0,others,USD,USD,English
Emancipation,Movie,2022-12-09,7920.0,Action,,53.0,6.1,22438,tt12530246,120000000.0,,others,USD,,English
Spoiler Alert,Movie,2022-12-09,6720.0,Comedy,,61.0,7.3,3807,tt7775720,,1384003.0,others,,USD,English
Darby and the Dead,Movie,2022-12-02,6000.0,Comedy,,51.0,5.6,1282,tt15745226,,,hulu,,,English
Lady Chatterley's Lover,Movie,2022-12-02,7560.0,Drama,,67.0,6.6,18037,tt14369780,,,netflix,,,English
The Eternal Daughter,Movie,2022-12-02,5760.0,Drama,,80.0,6.0,3417,tt13874422,,141721.0,others,,USD,English
Empire of Light,Movie,2022-12-09,6900.0,Drama,1.0,54.0,6.6,15709,tt14402146,,10397156.0,others,,USD,English
The Whale,Movie,2022-12-21,7020.0,Drama,1.0,60.0,7.7,127099,tt13833688,10000000.0,55101305.0,others,USD,USD,English
Detective Knight: Redemption,Movie,2022-12-09,5820.0,Action,,,4.0,1056,tt22394694,,192939.0,others,,USD,English
The Mean One,Movie,2022-12-09,5580.0,Comedy,,29.0,3.9,444,tt20853816,,612260.0,others,,USD,English
5000 Blankets,Movie,2022-12-12,6300.0,Drama,,,5.8,219,tt11364996,,,others,,,English
Avatar: The Way of Water,Movie,2022-12-16,11520.0,Action,3.0,67.0,7.7,355332,tt1630029,350000000.0,2315057233.0,others,USD,USD,English
Puss in Boots: The Last Wish,Movie,2022-12-21,6120.0,Animation,1.0,73.0,7.9,117294,tt3915174,90000000.0,480003365.0,others,USD,USD,English
Wildcat,Movie,2022-12-30,6360.0,Documentary,,71.0,7.8,2605,tt13622204,,,others,,,English
Babylon,Movie,2022-12-23,11340.0,Comedy,3.0,60.0,7.2,107214,tt10640346,78000000.0,63377624.0,others,USD,USD,English
Whitney Houston: I Wanna Dance with Somebody,Movie,2022-12-23,8640.0,Biography,,51.0,6.6,13210,tt12193804,45000000.0,56708080.0,others,USD,USD,English
